AR009211187B989185	Carroll Thompson	0.297404803	0.396817844	Not available
AR00A6H1187FB5402A	The Meatmen	0.395627514	0.514064276	Lansing, MI
AR00LNI1187FB444A5	Bruce BecVar	0.340275507	0.471212607	Not available
AR00MBZ1187B9B5DB1	Memphis Minnie	0.360644227	0.588571842	Algiers, LA
AR01IP11187B9AF5D2	Call To Preserve	0.423976264	0.634764556	Rockledge, Florida
AR01VU31187B997DA0	Grand Funk	0.501597042	0.69180085	Flint, MI
AR01W2D1187FB5912F	3OH!3	0.60332456	0.786529476	Boulder, CO
AR022JO1187B99587B	Ross	0.288999938	0.584633791	Indonesia
AR02DB61187B9A0B5E	Annie Philippe	0.336391304	0.464824432	Not available
AR02IU11187FB513F2	Tito Puente	0.480724781	0.722105298	New York, NY
AR02KZG1187FB3B3B4	Hi-Fi Companions	0.283367108	0.387295691	Not available
AR02PUA1187FB52574	Delta 9	0.409550595	0.586000058	Not available
AR02YGA1187B9B8AC4	Bersuit Vergarabat	0.439836359	0.615504103	Buenos Aires
AR035N21187FB3938E	BT	0.512226738	0.786427083	Earth
AR039B11187B9B30D0	John Williams	0.517298018	0.705287678	NEW YORK, New York
AR03BDP1187FB5B324	Britney Spears	0.631289508	0.947327507	Kentwood, LA; Los Angeles, CA
AR03GWG1187B9B6C85	Sylver	0.397732993	0.644334866	Not available
AR040M31187B98CA41	The Bug Featuring Ricky Ranking	0.449693998	0.651952139	Not available
AR040QX1187FB4CFE1	Alexisonfire	0.57893354	0.831163941	St. Catharines, ON, Canada
AR048JZ1187B9AEB85	Yellowcard	0.627467259	0.872933783	Jacksonville, FL
AR04KTB1187B99B6B7	The Disposable Heroes Of Hiphoprisy	0.345637314	0.541611591	San Fransisco, CA
AR050VJ1187B9B13A7	Dead Kennedys	0.539245418	0.737037558	Not available
AR051KA1187B98B2FF	Wilks	0.080166939	0.351182454	Not available
AR0569B1187B9A4036	Mike Bloomfield	0.347511765	0.495066661	Not available
AR059HI1187B9A14D7	Roy Drusky	0.3065186	0.378347969	Atlanta, GA
AR05IU31187B9B9A1A	Alex Ubago	0.298377039	0.581475219	Vitoria, Spain
AR05KQA1187B9963B3	D'Molls	0.252084426	0.372675583	California - LA
AR05NQH1187B98E875	Kassav'	0.436730221	0.601395113	Not available
AR05OJD1187B9B99A6	Ol' Dirty Bastard	0.467552021	0.694098145	Brooklyn, New York
AR05VW21187FB407B4	Fudge Tunnel	0.352342013	0.526646055	Nottingham
AR05XFO1187FB4DAE5	Mat Maneri	0.366102624	0.471669594	Not available
AR061J011A348F060F	Ximena Sarinana	0.388325125	0.62289018	MX
AR0693R1187FB59D32	Dusminguet	0.37082899	0.546788717	Not available
AR06EB01187FB40150	NOFX	0.554291489	0.778816717	Berkeley, CA
AR06EHB1187FB42914	Chico Cesar	0.359873046	0.584225422	Not available
AR06IFV1187B9977EC	MU330	0.385571725	0.599662426	St. Louis, MO
AR06M3F1187FB38BED	Mississippi Fred McDowell	0.385305378	0.603268922	Rossville, Tennessee (Lived in Como, Mississippi)
AR06USW1187FB4EACA	The Lord Weird Slough Feg	0.421388265	0.507016081	California - SF
AR07CRG1187FB594FA	Seventh Star	0.41549335	0.547079111	Not available
AR07HWO1187B9A2189	Lil' Band O' Gold	0	0.356278313	Not available
AR07QYZ1187FB5BF78	Letters To Cleo	0.406757087	0.654623463	Not available
AR07VS41187FB37944	Mungo Jerry	0.400211298	0.623696863	Not available
AR08DYV1187B99A0D7	Reach 454	0.317288598	0.417164422	New York, NY
AR08GQF1187B98E316	Daath	0.35070666	0.473963333	Not available
AR08NXW1187B99526D	Die Symphony	0.262093962	0.429507672	Missouri
AR08YJF1187B9B2D59	Joe Turner	0.313112032	0.529659331	Florida
AR0A30G1187B9B183B	M.A. Numminen	0.419776645	0.519969698	Not available
AR0AVIB1187FB37D01	Regina Belle	0.384601686	0.566024302	Englewood, NJ
AR0B1CH1187FB3A824	Charlie Rich	0.448669074	0.582804694	Benton, Arkansas
AR0B3RS1187FB48F5D	Why?	0.47701979	0.822034962	Cincinnati, OH
AR0B5HI1187B9B9DB9	SilvA(c)rio Pessoa	0.25822409	0.485049268	Not available
AR0B6VD1187B99C293	Uphill Battle	0.369609835	0.46626221	Ventura County, CA
AR0B8CT1187B9B2CF3	Fyah Blaze	0.215272259	0.404105087	Not available
AR0B9V01187FB55276	Jeremy Fisher	0.500450186	0.607327068	Vancouver, BC, Canada
AR0BATO119B34038DB	The Dreamtree Project	0.293668767	0.350392717	Not available
AR0BLA51187FB4E6CD	The In Crowd / Jah Stitch	0.378478309	0.526690732	Not available
AR0BV7E1187FB386C1	Lee Ritenour / Jeff Mironov	0.144684661	0.632008013	Hollywood, CA
AR0CANF1187B9AF35F	Dilated Peoples	0.457841156	0.804838889	Los Angeles, California
AR0CDSK1187FB52ED6	Asleep At The Wheel	0.461023016	0.60425956	Paw Paw, WV
AR0CWOB1187B99FA08	GARFIELD	0.378387398	0.478083521	United States
AR0CWSC1187B9AFE3F	JosA(c) Augusto	0.322468155	0.429544942	Not available
AR0CZWN1187B9A47E2	Obie Bermudez	0.347522827	0.605116355	Not available
AR0D6EL1187B9AF46B	Eazy-E	0.529453453	0.696030301	Compton, California
AR0DQEE1187B9A22DC	Daniel Chan	0.317185335	0.441816439	Not available
AR0DSOO1187B9B855E	Wailing Souls	0.372069058	0.593262655	Not available
AR0DTOH1187FB4B83A	Eddie Henderson	0.33854245	0.510377904	MONMOUTH, Oregon
AR0FGL21187FB56301	Ras Michael and the Sons of Negus	0.340523827	0.422103043	Not available
AR0FQ071187B9ACEC0	Eduardo Dusek	0.29040509	0.407044806	Not available
AR0G47L1187B98CC6D	Frank Chacksfield	0.346357522	0.446256667	Battle, Sussex, England
AR0GB821187B99FE96	Dean Evenson	0.363050247	0.510259829	Not available
AR0GGKI1187FB391D5	Eddie	0.373749549	0.622684167	Not available
AR0I2BV1187FB3D89F	Enslavement Of Beauty	0.354517343	0.546206711	NORWAY
AR0IAWL1187B9A96D0	Danilo Perez	0.3228233	0.331874147	Panama
AR0ILWV1187FB47CAA	Mouth Of The Architect	0.469055976	0.582034796	Dayton, OH
AR0IVSA1187FB4F069	Helmet	0.490079584	0.776598968	New York
AR0J0OD1187FB3AFB5	The Scare	0.404910014	0.582061745	Not available
AR0JEOI1187B98B918	Erik Berglund	0.336191156	0.377034085	Texas
AR0JPOG1187FB37383	Lyrics Born	0.512197243	0.577158124	Japan
AR0JURX1187FB3C8FF	Illya Kuryaki And The Valderramas	0.366157945	0.58763068	Brewster New York USA
AR0JVUH1187B9918B5	Oscar Lima	0.104101666	0.282317588	Not available
AR0KBXO1187B996460	Slipknot	0.598555412	0.928936926	Des Moines, Iowa
AR0LCRP1187B9B4C5A	Patrick Samson	0	0.053409974	Not available
AR0LPDJ1187B9919F1	Derek Bell	0.326810123	0.370848872	Belfast, Northern Ireland
AR0LVFQ1187B9A84E0	Jason Miles	0.371760895	0.458055179	NY - New York City
AR0N0DX1187FB41327	The Master Musicians of Jajouka featuring Bachir Attar	0.449139951	0.637181284	London, England
AR0N8D61187FB3D0D6	Kaizers Orchestra	0.463391452	0.642870713	Bergen, Norway
AR0N9BV1187FB3AD01	Gene Pitney	0.396596275	0.556410013	Hartford, CT
AR0NKFJ1187B9AF1FF	Neil Innes	0.362113478	0.489360047	Essex, England
AR0NQD81187FB3AD13	Gary Morris	0.286032617	0.442024981	Fort Worth, TX
AR0NS5Z1187B99AF79	Zuma	0.334555146	0.528197686	Not available
AR0O3AV1187FB4D030	Agnostic Front	0.504307726	0.701441759	New York, NY
AR0OEYB1187FB4A81E	Catherine Howe	0.319209721	0.421792253	Yorkshire, England
AR0OQPL1187B9B549A	Kirk Franklin with tobyMac & Sonny (of P.O.D.)	0.48637051	0.752058096	CATHEDRAL CITY, California
AR0OTEX1187FB3600D	Los Del Rio	0.351170212	0.447725075	Not available
AR0PUK71187B9AC3C0	Marvin Hamlisch	0.344972456	0.492199331	New York, NY
AR0Q5531187FB45143	Dallas Holm	0.287667941	0.445456861	Not available
AR0QL3J1187FB3748E	Clara Nunes	0.366741233	0.588140722	Not available
AR0QS8F1187B9ADC96	Sandy Lam	0.354168955	0.49867683	Not available
AR0QT3O1187FB56860	Ronnie Drew	0.385866624	0.522714075	Dublin, Ireland
AR0RCMP1187FB3F427	Billie Jo Spears	0.384611084	0.523714637	Beaumont, TX
AR0S0EO1187FB490BE	Disco D feat. Lola Damone & Helluva	0.375676929	0.518291646	St. Louis, MO
AR0S7TA1187FB4D024	Christina Aguilera	0.737884133	0.831240277	Not available
AR0SG9V1187FB48F36	Esion Jim	0.258505161	0.360078066	Not available
AR0SY101187B9B44BE	For Squirrels	0.349457929	0.472770274	Not available
AR0SZW11187B98C5E5	Beat Pharmacy	0.344402575	0.530030314	NY - New York City
AR0TZ7T1187B994E37	Dave "Baby" Cortez	0.311269885	0.446151505	Detroit, MI
AR0U44O1187B99007C	Republica;Jonny Male;Dave Arch	0.396490352	0.614755589	London, England
AR0V0SR1187B99DDB4	Sukhbir	0.323757015	0.44680127	Not available
AR0V36F1187FB366B1	The Chieftains	0.378969801	0.662670207	Ireland
AR0VIQV1187B9978F8	The Products	0.293842955	0.440661973	California - SF
AR0VR1O1187B9A0F1F	Truckfighters	0.350349304	0.596011504	Arebro
AR0VS771187B99564F	Rocky Hill	0.195531828	0.319868324	DE
AR0VZWC1187B99BA57	The Berzerker	0.45755391	0.668370612	Melbourne, Australia
AR0WAW61187B98B7D7	Doug MacLeod	0.372737613	0.467413844	New York, NY
AR0WCZW1187B99F592	Tommy Torres	0.416019234	0.638590617	Not available
AR0WGXC1187B9AAC99	Slum Village	0.425450614	0.674839436	Detroit MI
AR0WLH6119B8669027	Owl City	0.69352472	0.7957297	Minnesota
AR0WM6W1187FB46730	Marc Et Claude	0.380406692	0.602428206	Not available
AR0WQ1Q1187B992E16	Richard Smith	0.306784017	0.346744511	New York
AR0WV4Y1187B99B806	Rhian Benson	0.389414014	0.491835959	Ghana
AR0WXWU1187B9AB33F	The Red Telephone	0.186396319	0.456599589	Mass. - Boston
AR0X3JJ1187FB3A9A7	Hank Locklin	0.379436972	0.635757022	McLellan, FL
AR0XJ291187FB45855	Drexel	0.367066706	0.464807726	Dayton, Ohio
AR0XSOO1187B9B9E88	Buzzcocks	0.528795206	0.700446614	London / Ex-Manchester
AR0ZBRM1187FB54F5E	Dala	0.376745429	0.589483406	Toronto
AR1072G1187FB5B351	Tabu feat. Mitzib	0.444900149	0.578881704	Texas
AR107SB1187B9A79F9	BA(c)zu	0.148985481	0.373850623	BA(c)zu, comme Superdupont, ne connait qu&#039;un pays : la France !
AR109IQ1187B98E487	JK	0.375977655	0.5013627	Texas
AR10USD1187B99F3F1	Tweeterfriendly Music	0.605507136	0.80113645	Burlington, Ontario, Canada
AR11NP91187B9901B4	The Roches	0.372251208	0.573612399	New York City
AR11YQ81187FB3C654	Dixie Chicks	0.576902281	0.827409365	Austin, TX
AR1206S1187B9AF3EA	Albert PrA(c)jean	0	0.293433007	Not available
AR126G61187B9B88A6	Candy Lo	0.342537003	0.484463044	Not available
AR12EOE1187FB3AE26	The Pineapple Thief	0.485198263	0.587466437	Not available
AR12F2S1187FB56EEF	Aerosmith	0.611117503	0.872536599	Boston, MA
AR12MUW1187B9A5DF4	Ricardo Lemvo	0.284688955	0.424849475	HOUSTON, Texas
AR12P091187B99B50F	Daylight Torn	0.238292808	0.291070245	Not available
AR137UW1187B98CCBA	Charlie Byrd Trio	0.209857891	0.50693811	Not available
AR13CXU1187B9AD30A	The Clash	0.60118606	0.775797363	London, England
AR14CJ91187FB3A994	Eddy Arnold	0.397775654	0.56412895	Madisonville, TN
AR1518Q1187B98A906	Poptart Monkeys	0.373282313	0.563240547	Harrisburg, PA
AR15FQ11187FB36BE8	Chaka Demus & Pliers	0.399967758	0.611171822	Kingston
AR15O341187B9B182C	Natassa Theodoridou	0.303189557	0.344165049	Not available
AR15YLD1187FB3D4DD	John Tchicai	0.281396284	0.405923907	Copenhagen, Denmark
AR163QH1187FB42E0D	Terry Dexter	0.320660017	0.527279843	Not available
AR16GSC1187B9A6291	Eagles	0.68198776	0.76702021	Los Angeles, California
AR16NGV1187FB5B8BC	Kruger	0.350512132	0.532845303	Lausanne, CH
AR16T2D1187B98ABF4	Zimbabwe Legit	0	0.384720138	Not available
AR180PG1187B997BAE	Donnie Brooks	0.269496479	0.387831052	Dallas, Texas
AR189B91187B9B8D9C	Cerati-Melero	0.429780286	0.694983409	Not available
AR18AJW1187FB3F9FA	F.I.R.	0.370540726	0.537385267	Not available
AR18B3W1187B9A5AAA	Louisa Mark	0.273269209	0.330647052	Not available
AR18SS11187FB4852B	Dope Stars Inc.	0.426035662	0.685221935	Not available
AR18VAV1187B9AEC0C	Neon Blonde	0.349483389	0.610349426	Not available
AR190KO1187B9905EC	Sick Puppies	0.675117719	0.782984211	Sydney, Australia
AR198711187B9AD09F	Simply Red	0.498563611	0.731590593	Adegngiltere
AR199MY1187B9B731E	Madilu System	0.294607893	0.421209147	Not available
AR19GQN1187FB3ACF5	The Bucketheads	0.344540601	0.563845985	New York, NY
AR19JS91187B98CB66	Captain Hollywood Project	0.362162159	0.524821393	Not available
AR19QNR1187B9A13C5	Cassidy	0.434922645	0.775600346	Philadelphia, PA
AR19QZ01187B99C74D	Kako	0.325333872	0.435026684	Not available
AR19SOA1187B98F6E6	Bob Neuwirth	0.301502462	0.434272038	New York
AR1ABAO1187FB531E1	Alice Cooper	0.607792752	0.838924311	Detroit, MI
