SOAAAQN12AB01856D3	Campeones De La Vida	0	0.427446572	ARAMIDF1187FB3D8D4	346208	153.36444	0.235	142.518	120.051	4	4	-8.76	0	pop rock
SOAABSU12A81C1FB9E	Lonely	0	NA	ARVUVRE12420780B0B	230893	240.29995	0.166	226.482	166.124	4	1	-6.735	1	melbourne
SOAAEHR12A6D4FB060	Slaves & Bulldozers	1991	0.654067966	AR5N8VN1187FB37A4E	15964	415.81669	0	411.312	131.272	4	0	-9.306	1	alternative metal
SOAAFUV12AB018831D	Where Do The Children Play? (LP Version)	0	NA	AR5ZGC11187FB417A3	762448	216.05832	0	199.39	149.169	4	2	-7.885	1	roots reggae
SOAAHZS12A8C143A21	Rakkauden veteraani	2009	NA	ARV69FI1187B9AA14F	526303	224.7571	0.335	210.321	103.244	4	5	-8.419	1	german pop
SOAANKE12A8C13CF5C	Sam und Bo_ N.E.O.	2005	0.430160637	ARB0WNP1187B9AC4AB	114401	247.01342	0	247.013	114.072	5	11	-6.08	0	hip hop
SOAAQAB12A8AE4769F	Wrote For Luck (12" - Remastered version)	1988	0.345802234	ARPATQ21187B9ACAFC	186364	342.59546	2.717	331.465	101.831	4	10	-9.616	0	alternative dance
SOAASSD12AB0181AA6	Song From Moulin Rouge	0	NA	ARKXLIJ1187B9A4C54	326864	195.02975	0	192.145	91.765	3	7	-11.149	1	orchestra
SOAATRN12A6310E897	New York	2000	NA	ARUJ5A41187FB3F5F1	225	343.27465	4.046	317.922	125.088	4	11	-7.165	0	dance rock
SOAAVJY12A58A8076E	I've Grown Accustomed To His Face I've Grown Accustomed To His Face	0	NA	ARTT43U1187B9A9E9B	46697	121.25995	0.328	114.306	35.691	4	2	-15.276	0	glam rock
SOAAXAK12A8C13C030	Immigrant Song (Album Version)	1970	1	ARDIBRT1187B9AF176	171807	145.05751	2.223	140.132	150.569	3	11	-10.544	1	blues-rock
SOAAZHH12A58A7B384	Studio Dialogue (#26)	0	NA	ARLR9U31187B9A71AD	65428	16.92689	0.247	16.927	67.03	4	0	-19.585	1	experimental rock
SOABDSJ12A6D4F9065	Liu Zi Zhen Yan	0	NA	ARG1UAO1187FB55E50	43100	248.2673	0	238.846	103.982	4	2	-6.412	1	cantonese pop
SOABFNB12AB0180FAA	Cool Water	0	0	ARZ1PTN1187B9967D9	650635	153.36444	0.391	148.643	114.805	4	0	-14.874	1	classic country
SOABFQI12A58A7D162	Another World (Album Version)	1977	0.694308688	AR9B5JX1187FB55D84	512792	494.10567	0.131	482.94	123.182	4	7	-14.009	1	no wave
SOABLAF12AB018E1D9	Lesson Learned	2009	0.824432869	ARSW5F51187FB4CFC9	583091	256.522	0	245.609	107.845	4	10	-3.91	0	grunge
SOABNGV12AC960A047	Do You Ever Think Of Me	0	NA	AR6HEHH1187B9985F9	738734	149.002	0.07	144.55	84.818	4	5	-11.658	0	orchestra
SOABPYH12A8C13CC48	Beothuck	0	0	ARZ78EG1187FB4638E	254896	34.61179	0.2	34.612	84.303	1	8	-3.93	1	grindcore
SOABRXK12A8C130A36	Saturday Love	2008	0.741621754	ARCEEC91187B9AC4FB	192588	301.45261	7.036	297.39	117.949	4	9	-8.326	1	dance pop
SOABTKM12A8AE4721E	Nothing's Clear (Album Version)	0	0.233655019	ARQATWU1187B98EE26	138039	202.13506	0	191.959	109.441	4	5	-3.778	1	alternative metal
SOABUIH12A6D4F8DB3	Ihr hated nur (P-Dog Remix)	0	NA	ARYKXSD1187B9A4DAD	57102	263.33995	0	260.371	91.767	3	8	-4.006	1	pop rock
SOABVPU12AB018AA22	Conquer Me	2009	0.299877488	ARZZRK91187B9A5CA5	592776	180.53179	0.189	172.832	151.498	4	8	-9.068	1	rock steady
SOABVWD12A58A7C3FF	Adios_ Mi Corazon	1964	0.466422912	ARJUNZD1187B9A5DAE	611960	163.94404	0.142	153.681	97.52	1	5	-14.962	1	smooth jazz
SOABYBF12A8C138A09	Severe Severing	2007	0.327736683	ARSL3N21187B98DFC5	92902	592.56118	3.135	573.666	246.593	4	9	-22.28	0	chill-out
SOACCCG12AC468C7BC	Perfect Tree	0	NA	ARS8VY21187B990549	605642	245.62893	0.74	233.883	133.318	4	1	-10.551	1	ccm
SOACCLQ12A6D4F7F64	Ek Pegh	0	0	ARAXVPF1241B9C9684	75113	301.84444	0.16	294.615	104.02	1	8	-5.41	0	bhangra
SOACDZP12AB0188A3C	Hannikaisen baari	0	0.547952942	ARVSB691187FB3C711	642654	282.64444	0.334	271.563	133.088	1	4	-13.98	1	hard house
SOACEBF12A8C141362	Viola Lee	0	NA	AR5ZI3K1187FB38BE0	566002	236.79955	0.334	229.581	87.461	1	7	-9.444	1	jug band
SOACEDS12A6701EAAA	Gone To The Movies	1998	0.612054954	ARP96FM1187B9AEA77	15316	232.25424	0.31	221.756	97.995	4	0	-10.185	1	post-grunge
SOACEXG12AC468D8FB	Party Favours	0	0	ARMUCXW11F50C4BFEC	606149	413.23057	0.208	410.703	126.089	4	0	-7.56	1	melbourne
SOACFRH12A8C13E183	We Made It [Instrumental]	0	0.38293509	ARBCUNV1187B98A9FB	267845	238.21016	0.136	214.384	92.344	5	1	-6.892	0	hip hop
SOACHGQ12AB018590E	Ven Morena	2003	NA	ARRVUWA1187B9A0FE2	508063	173.68771	0.314	170.91	92.606	4	7	-7.113	1	charanga
SOACIFE12AB0187C9C	So In Love	0	NA	AR4L5ZC1187FB450A4	795397	243.1473	0.125	236.844	126.631	4	6	-7.414	0	dancehall
SOACJHA12A58A7C346	You Saved My Life	0	0	ARDNBQU1187B9B6DC2	803488	243.25179	0.189	220.996	155.757	3	5	-6.585	0	r&b
SOACLMC12A8C13FA4C	Baby Please Don't	0	NA	AR576O51187B990C30	174729	181.08036	0.328	173.685	72.177	1	2	-13.939	1	east coast blues
SOACLVX12AB0185ADF	9:02	0	NA	ARWMZYB1187FB480A7	359713	376.89424	0.096	372.1	87.006	4	4	-4.605	0	gabba
SOACMGG12AB0189F0D	I Know A Place	2010	0.806399867	ARSHZBZ1187B98A445	777947	258.7424	0.136	249.481	75.064	3	7	-7.355	1	blues-rock
SOACNEJ12A6D4F6AB6	Why Do We Do?	1993	NA	AREDTTS1187FB5357E	80473	310.77832	0.386	294.748	115.656	4	8	-9.516	1	ccm
SOACNLP12A81C230B1	Einleitung	0	NA	ARLMCCW1241B9CE7CB	413386	33.67138	0.078	33.671	61.618	4	4	-14.431	1	meditation
SOACNSF12AB0184B05	Process to decelerate	2003	NA	ARW4P0V1187B9B182E	424018	126.04036	0	126.04	126.136	1	5	-5.01	1	grindcore
SOACOTR12A8C13753B	Heiliges Feuer	0	0.372530039	ARL1QL91187B994B08	201731	242.28526	0.374	222.778	120.059	3	9	-13.459	0	jungle music
SOACQYL12AB018B92A	Mauna Loa (Vocal)	0	NA	ARXBM4N1187B98ECA5	818161	458.91873	0.207	449.457	130.974	1	10	-11.688	1	slack key guitar
SOACUIU12A6D4F715B	Going Under	1981	0.563755208	ARYML1P1187B9AF39B	28252	205.50485	0.154	202.838	94.48	4	6	-16.619	0	rock
SOACUYZ12CF54662F1	Couldn't Stand The Weather	1985	NA	ART3O5Z1187B9AB043	402900	281.05098	0.067	271.157	121.616	4	1	-9.882	1	texas blues
SOACXUA12AB017C9A4	Rotate	2009	0.462379946	AR60ZZX1187FB52E29	395388	256.1824	0.078	250.834	201.494	4	0	-3.163	1	gangster rap
SOACZGZ12AB01849DB	Guns And The Young	1992	0.489038209	AR2SMD91187B9B0582	511275	142.73261	0.293	134.438	143.257	4	9	-7.982	1	ska punk
SOADCCE12A6D4FA324	UBIK The Breakz (feat. Martin Bettinghaus) - Radio Mix	0	0.511424326	ARCYE581187B9A1482	46737	132.15302	7.93	132.153	76.57	3	3	-18.516	1	progressive house
SOADCFY12A6310E353	Rock The House (Radio Edit)	2001	0.647653855	ARAXU5Z1187B98FECD	598	183.53587	0.403	178.422	171.924	4	2	-7.173	1	hip hop
SOADDSQ12AB01807A8	Man Don't Cry	0	NA	AR6Y8JF1187B9BA1D5	406670	128.96608	0.223	115.804	111.01	4	0	-11.655	0	jazz blues
SOADDVU12A8AE47512	Le Zoo De Vincennes	2003	0.464923994	AROGAPH1187B98CF9C	280472	238.44526	4.905	226.186	88.018	5	4	-11.258	0	chanson
SOADEBB12A8C1345D9	Tomorrow Gone	2003	NA	ARGC7FQ1187FB409CC	252341	179.9571	0.198	166.98	100.621	1	7	-10.968	1	cabaret
SOADEVO12A8AE4865B	Rastafari Prophecy	0	0.270775999	AR3PN3R1187FB4CEBD	236132	284.47302	0	273.421	174.282	1	6	-4.812	0	roots reggae
SOADJAQ12A8C13F520	Song Without End	2004	NA	ARJRIM91187FB3EF9A	258463	324.51873	0	311.943	91.405	3	9	-18.208	1	chill-out
SOADJND12A8C13BAE1	The Lie	2002	0.674142968	AR46CAD1187FB4D84B	104838	138.84036	0.2	134.031	140.202	4	9	-3.677	0	hardcore punk
SOADKNO12AB0182BC7	Cold Blood (LP Version)	0	0.272602247	AR3SEQM1187B98E9E8	659812	257.2273	0.246	242.451	140.994	4	1	-2.769	1	heavy metal
SOADLFU12A8C1393FD	Jingle Bell Rock	0	NA	AR4WS1U1187FB5B02E	580995	130.71628	0.171	125.016	137.959	1	7	-14.945	1	pop rock
SOADNGK12AB017F955	I'm Going Around In Circles	0	NA	AR6Y8JF1187B9BA1D5	384881	191.9473	0.171	189.533	53.672	3	10	-12.546	0	jazz blues
SOADTWR12A8C136DB5	Words With Fat Joe	0	NA	AR2XI6G1187B9AE7DA	289147	37.642	0	37.642	172.279	1	1	-15.329	1	gangster rap
SOADYKT12AC4689269	Booty Bounce	0	NA	ARZVZRN1241B9C4B14	598146	193.82812	0	188.616	149.988	4	0	-13.87	1	ghetto tech
SOADZHL12A8C13CE75	WristStraining Order	2008	0.435954145	ARFJXTS11F4C83E24E	252213	267.75465	0.682	250.346	102.008	4	9	-5.136	0	turnablism
SOAEAQO12AB0184ACE	Gravedom	2000	0.419674279	AREY3RN1187B993C5F	667161	205.63546	0.206	205.635	113.557	4	1	-8.644	1	black metal
SOAEBQL12A8C134E07	U Never Nu How Good U Had It	1989	NA	ARSK4D11187B9BA046	286317	285.12608	0	281.617	107.944	4	6	-7.311	1	freestyle
SOAEBUV12A8C1335DB	Wishy Washy Woman	0	NA	ARX8PZU1187B9AA7E2	240730	253.51791	0.369	247.147	119.52	4	11	-11.213	0	chicago blues
SOAECCP12AB0186ADB	Spider's Nest Blues	2005	NA	AR5GLIU1187FB4638A	765209	184.52853	1.565	179.206	94.853	1	3	-27.737	0	country blues
SOAECHX12A6D4FC3D9	Yippiyo-Ay	2008	0.663124801	ARX2DLI1187FB4DD03	271517	271.85587	0.078	267.685	120.119	4	4	-4.002	1	dance rock
SOAECMT12AB0183897	Hold me	0	NA	ARRESZG1187B9A3FBF	696269	150.46485	0.357	147.714	111.555	4	2	-9.6	1	freakbeat
