id;name;geoid;geoname;value;datetime
1293;Demanda real;;;26806.666666666668;2017-09-01T00:00:00+02:00
1293;Demanda real;;;25301.666666666668;2017-09-01T01:00:00+02:00
1293;Demanda real;;;24139.666666666668;2017-09-01T02:00:00+02:00
1293;Demanda real;;;23790;2017-09-01T03:00:00+02:00
1293;Demanda real;;;23545;2017-09-01T04:00:00+02:00
1293;Demanda real;;;23779.833333333332;2017-09-01T05:00:00+02:00
1293;Demanda real;;;25353.666666666668;2017-09-01T06:00:00+02:00
1293;Demanda real;;;27565.5;2017-09-01T07:00:00+02:00
1293;Demanda real;;;28917;2017-09-01T08:00:00+02:00
1293;Demanda real;;;30848;2017-09-01T09:00:00+02:00
1293;Demanda real;;;31719.333333333332;2017-09-01T10:00:00+02:00
1293;Demanda real;;;32533.333333333332;2017-09-01T11:00:00+02:00
1293;Demanda real;;;33273.833333333336;2017-09-01T12:00:00+02:00
1293;Demanda real;;;33737.166666666664;2017-09-01T13:00:00+02:00
1293;Demanda real;;;32871.666666666664;2017-09-01T14:00:00+02:00
1293;Demanda real;;;31753.166666666668;2017-09-01T15:00:00+02:00
1293;Demanda real;;;31454.5;2017-09-01T16:00:00+02:00
1293;Demanda real;;;31443.5;2017-09-01T17:00:00+02:00
1293;Demanda real;;;31028.166666666668;2017-09-01T18:00:00+02:00
1293;Demanda real;;;30551.166666666668;2017-09-01T19:00:00+02:00
1293;Demanda real;;;30738.166666666668;2017-09-01T20:00:00+02:00
1293;Demanda real;;;31868.5;2017-09-01T21:00:00+02:00
1293;Demanda real;;;29598.333333333332;2017-09-01T22:00:00+02:00
1293;Demanda real;;;27564.833333333332;2017-09-01T23:00:00+02:00
1293;Demanda real;;;26362.333333333332;2017-09-02T00:00:00+02:00
1293;Demanda real;;;25092.666666666668;2017-09-02T01:00:00+02:00
1293;Demanda real;;;23926;2017-09-02T02:00:00+02:00
1293;Demanda real;;;23434.333333333332;2017-09-02T03:00:00+02:00
1293;Demanda real;;;22968;2017-09-02T04:00:00+02:00
1293;Demanda real;;;22613.166666666668;2017-09-02T05:00:00+02:00
1293;Demanda real;;;22684.666666666668;2017-09-02T06:00:00+02:00
1293;Demanda real;;;23151.166666666668;2017-09-02T07:00:00+02:00
1293;Demanda real;;;23722.333333333332;2017-09-02T08:00:00+02:00
1293;Demanda real;;;25757.333333333332;2017-09-02T09:00:00+02:00
1293;Demanda real;;;27435.166666666668;2017-09-02T10:00:00+02:00
1293;Demanda real;;;28260.833333333332;2017-09-02T11:00:00+02:00
1293;Demanda real;;;28691.833333333332;2017-09-02T12:00:00+02:00
1293;Demanda real;;;29199.166666666668;2017-09-02T13:00:00+02:00
1293;Demanda real;;;28883.5;2017-09-02T14:00:00+02:00
1293;Demanda real;;;27891.5;2017-09-02T15:00:00+02:00
1293;Demanda real;;;27263.166666666668;2017-09-02T16:00:00+02:00
1293;Demanda real;;;27077.833333333332;2017-09-02T17:00:00+02:00
1293;Demanda real;;;26891.666666666668;2017-09-02T18:00:00+02:00
1293;Demanda real;;;26976.166666666668;2017-09-02T19:00:00+02:00
1293;Demanda real;;;27616.166666666668;2017-09-02T20:00:00+02:00
1293;Demanda real;;;29500.5;2017-09-02T21:00:00+02:00
1293;Demanda real;;;27909.166666666668;2017-09-02T22:00:00+02:00
1293;Demanda real;;;26129.833333333332;2017-09-02T23:00:00+02:00
1293;Demanda real;;;24823.666666666668;2017-09-03T00:00:00+02:00
1293;Demanda real;;;23456.333333333332;2017-09-03T01:00:00+02:00
1293;Demanda real;;;22330.666666666668;2017-09-03T02:00:00+02:00
1293;Demanda real;;;21509.166666666668;2017-09-03T03:00:00+02:00
1293;Demanda real;;;21104.5;2017-09-03T04:00:00+02:00
1293;Demanda real;;;20949.5;2017-09-03T05:00:00+02:00
1293;Demanda real;;;21028.666666666668;2017-09-03T06:00:00+02:00
1293;Demanda real;;;21212.666666666668;2017-09-03T07:00:00+02:00
1293;Demanda real;;;21151.333333333332;2017-09-03T08:00:00+02:00
1293;Demanda real;;;22533.166666666668;2017-09-03T09:00:00+02:00
1293;Demanda real;;;24186;2017-09-03T10:00:00+02:00
1293;Demanda real;;;25124.166666666668;2017-09-03T11:00:00+02:00
1293;Demanda real;;;25919.166666666668;2017-09-03T12:00:00+02:00
1293;Demanda real;;;26531;2017-09-03T13:00:00+02:00
1293;Demanda real;;;26915.666666666668;2017-09-03T14:00:00+02:00
1293;Demanda real;;;26114.833333333332;2017-09-03T15:00:00+02:00
1293;Demanda real;;;25464.5;2017-09-03T16:00:00+02:00
1293;Demanda real;;;25270.333333333332;2017-09-03T17:00:00+02:00
1293;Demanda real;;;25388.166666666668;2017-09-03T18:00:00+02:00
1293;Demanda real;;;25615.666666666668;2017-09-03T19:00:00+02:00
1293;Demanda real;;;26647.333333333332;2017-09-03T20:00:00+02:00
1293;Demanda real;;;29094.5;2017-09-03T21:00:00+02:00
1293;Demanda real;;;28195.5;2017-09-03T22:00:00+02:00
1293;Demanda real;;;26525.166666666668;2017-09-03T23:00:00+02:00
1293;Demanda real;;;24855.333333333332;2017-09-04T00:00:00+02:00
1293;Demanda real;;;23510.166666666668;2017-09-04T01:00:00+02:00
1293;Demanda real;;;22682.5;2017-09-04T02:00:00+02:00
1293;Demanda real;;;22242.833333333332;2017-09-04T03:00:00+02:00
1293;Demanda real;;;22103.333333333332;2017-09-04T04:00:00+02:00
1293;Demanda real;;;22578.166666666668;2017-09-04T05:00:00+02:00
1293;Demanda real;;;24660.333333333332;2017-09-04T06:00:00+02:00
1293;Demanda real;;;27407.166666666668;2017-09-04T07:00:00+02:00
1293;Demanda real;;;28903;2017-09-04T08:00:00+02:00
1293;Demanda real;;;30857.333333333332;2017-09-04T09:00:00+02:00
1293;Demanda real;;;32068.5;2017-09-04T10:00:00+02:00
1293;Demanda real;;;33107.5;2017-09-04T11:00:00+02:00
1293;Demanda real;;;34025.166666666664;2017-09-04T12:00:00+02:00
1293;Demanda real;;;34471.333333333336;2017-09-04T13:00:00+02:00
1293;Demanda real;;;33688.5;2017-09-04T14:00:00+02:00
1293;Demanda real;;;33075.333333333336;2017-09-04T15:00:00+02:00
1293;Demanda real;;;33124.833333333336;2017-09-04T16:00:00+02:00
1293;Demanda real;;;33265.5;2017-09-04T17:00:00+02:00
1293;Demanda real;;;32731.833333333332;2017-09-04T18:00:00+02:00
1293;Demanda real;;;32172.833333333332;2017-09-04T19:00:00+02:00
1293;Demanda real;;;32290.5;2017-09-04T20:00:00+02:00
1293;Demanda real;;;33645;2017-09-04T21:00:00+02:00
1293;Demanda real;;;31338.333333333332;2017-09-04T22:00:00+02:00
1293;Demanda real;;;28889.333333333332;2017-09-04T23:00:00+02:00
1293;Demanda real;;;27426.5;2017-09-05T00:00:00+02:00
1293;Demanda real;;;25966.833333333332;2017-09-05T01:00:00+02:00
1293;Demanda real;;;24939;2017-09-05T02:00:00+02:00
1293;Demanda real;;;24484.5;2017-09-05T03:00:00+02:00
1293;Demanda real;;;24285.833333333332;2017-09-05T04:00:00+02:00
1293;Demanda real;;;24588.5;2017-09-05T05:00:00+02:00
1293;Demanda real;;;26289;2017-09-05T06:00:00+02:00
1293;Demanda real;;;28847.833333333332;2017-09-05T07:00:00+02:00
1293;Demanda real;;;30236.333333333332;2017-09-05T08:00:00+02:00
1293;Demanda real;;;32080.666666666668;2017-09-05T09:00:00+02:00
1293;Demanda real;;;33266.5;2017-09-05T10:00:00+02:00
1293;Demanda real;;;34393.5;2017-09-05T11:00:00+02:00
1293;Demanda real;;;35270.833333333336;2017-09-05T12:00:00+02:00
1293;Demanda real;;;35979.666666666664;2017-09-05T13:00:00+02:00
1293;Demanda real;;;35231.833333333336;2017-09-05T14:00:00+02:00
1293;Demanda real;;;34681;2017-09-05T15:00:00+02:00
1293;Demanda real;;;34656.833333333336;2017-09-05T16:00:00+02:00
1293;Demanda real;;;34644.333333333336;2017-09-05T17:00:00+02:00
1293;Demanda real;;;34080.333333333336;2017-09-05T18:00:00+02:00
1293;Demanda real;;;33362.5;2017-09-05T19:00:00+02:00
1293;Demanda real;;;33522.166666666664;2017-09-05T20:00:00+02:00
1293;Demanda real;;;34688.5;2017-09-05T21:00:00+02:00
1293;Demanda real;;;32120.333333333332;2017-09-05T22:00:00+02:00
1293;Demanda real;;;29411.666666666668;2017-09-05T23:00:00+02:00
1293;Demanda real;;;27927.166666666668;2017-09-06T00:00:00+02:00
1293;Demanda real;;;26381.5;2017-09-06T01:00:00+02:00
1293;Demanda real;;;25241.166666666668;2017-09-06T02:00:00+02:00
1293;Demanda real;;;24681.5;2017-09-06T03:00:00+02:00
1293;Demanda real;;;24434.833333333332;2017-09-06T04:00:00+02:00
1293;Demanda real;;;24736.333333333332;2017-09-06T05:00:00+02:00
1293;Demanda real;;;26409.666666666668;2017-09-06T06:00:00+02:00
1293;Demanda real;;;28886;2017-09-06T07:00:00+02:00
1293;Demanda real;;;30416;2017-09-06T08:00:00+02:00
1293;Demanda real;;;32500;2017-09-06T09:00:00+02:00
1293;Demanda real;;;33723.666666666664;2017-09-06T10:00:00+02:00
1293;Demanda real;;;34629.333333333336;2017-09-06T11:00:00+02:00
1293;Demanda real;;;35605.5;2017-09-06T12:00:00+02:00
1293;Demanda real;;;36102.666666666664;2017-09-06T13:00:00+02:00
1293;Demanda real;;;35286.166666666664;2017-09-06T14:00:00+02:00
1293;Demanda real;;;34743.833333333336;2017-09-06T15:00:00+02:00
1293;Demanda real;;;34799.833333333336;2017-09-06T16:00:00+02:00
1293;Demanda real;;;34860.166666666664;2017-09-06T17:00:00+02:00
1293;Demanda real;;;34224;2017-09-06T18:00:00+02:00
1293;Demanda real;;;33496.833333333336;2017-09-06T19:00:00+02:00
1293;Demanda real;;;33661.166666666664;2017-09-06T20:00:00+02:00
1293;Demanda real;;;34726.5;2017-09-06T21:00:00+02:00
1293;Demanda real;;;32049;2017-09-06T22:00:00+02:00
1293;Demanda real;;;29583;2017-09-06T23:00:00+02:00
1293;Demanda real;;;27931.666666666668;2017-09-07T00:00:00+02:00
